System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,
NLONG17,2025-11-07,-3211.03,3259.44,95.21,95.48,-3211.03,-0.28,1130896.77,-3259.44,1152711.33,-3259.44,-5.26,,,,
NLONG18,2025-11-07,-3211.03,3582.71,95.30,95.57,-3211.03,-0.28,1130896.77,-3582.71,1152711.33,-3582.71,-5.17,,,,
NLONG19,2025-11-07,-2900.73,0.00,95.69,95.94,-2900.73,-0.26,1130896.77,0.00,1152711.33,0.00,-6.11,,,,
NLONG2,2025-11-07,10198.53,5650.66,100.62,99.72,10198.53,0.90,1130896.77,-5650.66,1152711.33,-5650.66,-1.14,,,,
NLONG20,2025-11-07,-2900.73,0.00,97.59,97.84,-2900.73,-0.26,1130896.77,0.00,1152711.33,0.00,-4.43,,,,
NLONG21,2025-11-07,-974.37,3259.44,94.94,95.02,-974.37,-0.09,1130896.77,-3259.44,1152711.33,-3259.44,-5.32,,,,
NLONG22,2025-11-07,-978.16,3582.71,94.59,94.67,-978.16,-0.09,1130896.77,-3582.71,1152711.33,-3582.71,-5.68,,,,
NLONG23,2025-11-07,-2340.68,0.00,96.16,96.36,-2340.68,-0.21,1130896.77,0.00,1152711.33,0.00,-4.24,,,,
NLONG24,2025-11-07,-2340.68,0.00,96.76,96.96,-2340.68,-0.21,1130896.77,0.00,1152711.33,0.00,-3.24,,,,
NLONG3,2025-11-07,0.00,0.00,98.62,98.62,0.00,0.00,1130896.77,0.00,1152711.33,0.00,-2.45,,,,
NLONG4,2025-11-07,10347.17,4824.74,96.15,95.28,10347.17,0.91,1130896.77,-4824.74,1152711.33,-4824.74,-3.85,,,,
NLONG5,2025-11-07,0.00,3259.44,104.80,104.80,0.00,0.00,1130896.77,-3259.44,1152711.33,-3259.44,-0.63,,,,
NLONG6,2025-11-07,10198.53,5650.66,100.39,99.49,10198.53,0.90,1130896.77,-5650.66,1152711.33,-5650.66,-1.43,,,,
NLONG7,2025-11-07,0.00,0.00,98.34,98.34,0.00,0.00,1130896.77,0.00,1152711.33,0.00,-4.26,,,,
NLONG8,2025-11-07,10347.17,4824.74,96.99,96.11,10347.17,0.91,1130896.77,-4824.74,1152711.33,-4824.74,-4.30,,,,
NLONG9,2025-11-07,0.00,3259.44,102.86,102.86,0.00,0.00,1130896.77,-3259.44,1152711.33,-3259.44,-1.09,,,,
SLONG1,2025-11-07,-3689.51,9337.81,99.75,100.08,-3689.51,-0.33,1130896.77,-9337.81,1152711.33,-9337.81,-2.29,,,,
SLONG10,2025-11-07,7958.89,10072.89,99.52,98.82,7958.89,0.70,1130896.77,-10072.89,1152711.33,-10072.89,-3.46,,,,
SLONG11,2025-11-07,0.00,8630.33,103.25,103.25,0.00,0.00,1130896.77,-8630.33,1152711.33,-8630.33,-2.87,,,,
SLONG12,2025-11-07,-1693.22,9700.47,98.95,99.10,-1693.22,-0.15,1130896.77,-9700.47,1152711.33,-9700.47,-4.99,,,,
SLONG13,2025-11-07,-1693.22,0.00,100.10,100.25,-1693.22,-0.15,1130896.77,0.00,1152711.33,0.00,-2.40,,,,
SLONG14,2025-11-07,3132.84,7250.59,99.00,98.73,3132.84,0.28,1130896.77,-7250.59,1152711.33,-7250.59,-2.89,,,,
SLONG15,2025-11-07,-1693.22,0.00,103.72,103.88,-1693.22,-0.15,1130896.77,0.00,1152711.33,0.00,-0.35,,,,
SLONG16,2025-11-07,-1693.22,6466.98,103.77,103.93,-1693.22,-0.15,1130896.77,-6466.98,1152711.33,-6466.98,-2.03,,,,
SLONG17,2025-11-07,-1693.22,0.00,99.39,99.54,-1693.22,-0.15,1130896.77,0.00,1152711.33,0.00,-2.04,,,,
SLONG18,2025-11-07,3132.84,7250.59,98.80,98.53,3132.84,0.28,1130896.77,-7250.59,1152711.33,-7250.59,-2.45,,,,
SLONG19,2025-11-07,-1442.96,0.00,105.13,105.26,-1442.96,-0.13,1130896.77,0.00,1152711.33,0.00,-0.30,,,,
SLONG2,2025-11-07,7958.89,10072.89,99.40,98.71,7958.89,0.70,1130896.77,-10072.89,1152711.33,-10072.89,-3.49,,,,
SLONG20,2025-11-07,-1442.96,6466.98,103.83,103.96,-1442.96,-0.13,1130896.77,-6466.98,1152711.33,-6466.98,-1.89,,,,
SLONG21,2025-11-07,-758.79,0.00,98.76,98.83,-758.79,-0.07,1130896.77,0.00,1152711.33,0.00,-1.68,,,,
SLONG22,2025-11-07,4046.08,7250.59,97.41,97.06,4046.08,0.36,1130896.77,-7250.59,1152711.33,-7250.59,-2.77,,,,
SLONG23,2025-11-07,-1185.34,0.00,98.79,98.89,-1185.34,-0.10,1130896.77,0.00,1152711.33,0.00,-1.62,,,,
SLONG24,2025-11-07,-1185.34,6466.98,99.12,99.22,-1185.34,-0.10,1130896.77,-6466.98,1152711.33,-6466.98,-2.40,,,,
SLONG3,2025-11-07,-6949.13,8630.33,103.96,104.60,-6949.13,-0.61,1130896.77,-8630.33,1152711.33,-8630.33,-3.36,,,,
SLONG4,2025-11-07,-1693.22,9700.47,99.38,99.53,-1693.22,-0.15,1130896.77,-9700.47,1152711.33,-9700.47,-4.53,,,,
SLONG5,2025-11-07,0.00,9337.81,100.40,100.40,0.00,0.00,1130896.77,-9337.81,1152711.33,-9337.81,-1.95,,,,
SLONG6,2025-11-07,7958.89,10072.89,99.79,99.09,7958.89,0.70,1130896.77,-10072.89,1152711.33,-10072.89,-2.98,,,,
SLONG7,2025-11-07,0.00,8630.33,105.32,105.32,0.00,0.00,1130896.77,-8630.33,1152711.33,-8630.33,-2.80,,,,
SLONG8,2025-11-07,-1693.22,9700.47,99.08,99.23,-1693.22,-0.15,1130896.77,-9700.47,1152711.33,-9700.47,-4.72,,,,
SLONG9,2025-11-07,0.00,9337.81,100.72,100.72,0.00,0.00,1130896.77,-9337.81,1152711.33,-9337.81,-2.62,,,,
Large Cap Stock Holdings,2025-11-07,18458607.60,0.00,97.97,97.65,60658.40,0.33,18397949.20,18397949.20,18564600.80,-166651.60,-5.95,,,,
Liquidbees Stock Holdings,2025-11-07,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-11-07,5678460.96,0.00,102.06,102.02,2040.96,0.04,5676420.00,5676420.00,5675399.52,1020.48,0.00,,,,
Small Cap Stock Holdings,2025-11-07,26754290.00,0.00,97.47,97.27,55128.00,0.21,26699162.00,26699162.00,27013722.00,-314560.00,-6.82,,,,
Debt Stock Holdings,2025-11-07,5678460.96,0.00,102.05,102.01,2040.96,0.04,5676420.00,5676420.00,5675399.52,1020.48,0.00,,,,
Equity Stock Holdings,2025-11-07,45212897.60,0.00,97.60,97.35,115786.40,0.26,45097111.20,45097111.20,45578322.80,-481211.60,-6.54,,,,
Stock Holdings,2025-11-07,50891358.56,0.00,97.89,97.67,117827.36,0.23,50773531.20,50773531.20,51253722.32,-480191.12,-5.93,,,,
Miscellaneous P&L,2025-11-07,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-11-07,-1472.92,2270.77,100.00,100.00,-1472.92,0.00,0.00,-2270.77,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-11-07,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-11-07,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-11-07,-1472.92,2270.77,100.00,100.00,-1472.92,0.00,0.00,-2270.77,0.00,0.00,0.00,,,,
MCX Tax,2025-11-07,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-11-07,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-11-07,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-11-07,3439305.27,-84557.12,105.70,105.51,46614.95,0.17,27141522.57,3477247.42,27665072.14,19113.40,0.00,,,,
SPSAR,2025-11-07,3430302.21,-51315.44,105.59,105.44,37611.89,0.14,27141522.57,3444005.74,27665072.14,-14128.28,0.00,,,,
NLONG,2025-11-07,29935.57,61730.97,97.65,97.54,29935.57,0.11,27141522.48,-61730.97,27665071.92,-61730.97,-3.07,,,,
SLONG,2025-11-07,5681.86,154377.21,100.75,100.72,5681.86,0.02,27141522.48,-154377.21,27665071.92,-154377.21,-1.25,,,,
PSAR,2025-11-07,6869607.48,-135872.56,105.64,105.48,84226.84,0.16,54283045.14,6921253.15,55330144.28,4985.12,0.00,,,,
LONG,2025-11-07,35617.43,216108.18,98.21,98.15,35617.43,0.07,54283044.96,-216108.18,55330143.84,-216108.18,-2.29,,,,
Total Portfolio Value,2025-11-07,6903751.99,82506.39,103.41,103.18,118371.35,0.22,54283045.00,6702874.20,55330144.00,-213393.83,-0.73,,,,
Zerodha Total Portfolio,2025-11-07,54564504.84,0.00,101.40,100.96,236198.71,0.43,54328306.13,54328306.13,55021891.08,-693584.95,-3.38,,,,
NPSAR1,2025-11-10,187425.16,-1541.39,102.15,102.29,-2062.50,-0.14,1515901.29,191029.05,1507862.37,2546.25,-2.16,,,,
NPSAR10,2025-11-10,437544.74,3880.34,108.11,107.76,11197.50,0.33,3410777.88,422466.89,3392690.31,-1619.40,0.00,,,,
NPSAR11,2025-11-10,432624.99,-7546.92,107.09,106.89,6277.75,0.18,3410777.88,433894.15,3392690.31,9807.86,0.00,,,,
NPSAR12,2025-11-10,434411.37,-6960.75,107.44,107.19,8064.13,0.24,3410777.88,433307.98,3392690.31,9221.69,-0.15,,,,
NPSAR13,2025-11-10,430086.40,-6157.61,105.90,105.78,3739.16,0.11,3410777.88,432504.84,3392690.31,8418.55,-0.14,,,,
NPSAR2,2025-11-10,188328.91,-1275.14,105.04,105.12,-1158.75,-0.08,1515901.29,190762.80,1507862.37,2280.00,-0.08,,,,
NPSAR3,2025-11-10,188328.91,-1275.14,104.30,104.38,-1158.75,-0.08,1515901.29,190762.80,1507862.37,2280.00,-0.08,,,,
NPSAR4,2025-11-10,188328.91,-1275.14,105.46,105.54,-1158.75,-0.08,1515901.29,190762.80,1507862.37,2280.00,-0.08,,,,
NPSAR5,2025-11-10,185286.60,-1275.14,104.26,104.55,-4201.06,-0.28,1515901.29,190762.80,1507862.37,2280.00,-0.39,,,,
NPSAR6,2025-11-10,184532.81,-1275.14,103.55,103.89,-4954.85,-0.33,1515901.29,190762.80,1507862.37,2280.00,-0.33,,,,
NPSAR7,2025-11-10,187241.37,-1275.14,103.69,103.84,-2246.29,-0.15,1515901.29,190762.80,1507862.37,2280.00,-0.30,,,,
NPSAR8,2025-11-10,188037.18,-1275.14,104.46,104.56,-1450.48,-0.10,1515901.29,190762.80,1507862.37,2280.00,-0.93,,,,
NPSAR9,2025-11-10,190534.33,-1275.14,106.31,106.24,1046.67,0.07,1515901.29,190762.80,1507862.37,2280.00,-0.34,,,,
SPSAR1,2025-11-10,186864.66,-1107.14,104.17,104.35,-2623.00,-0.17,1515901.29,190594.80,1507862.37,2112.00,-0.61,,,,
SPSAR10,2025-11-10,435229.24,4140.10,108.15,107.87,8882.00,0.26,3410777.88,422207.13,3392690.31,-1879.16,0.00,,,,
SPSAR11,2025-11-10,434589.24,-3531.33,104.38,104.13,8242.00,0.24,3410777.88,429878.56,3392690.31,5792.27,-0.23,,,,
SPSAR12,2025-11-10,433792.33,-5688.04,107.01,106.78,7445.09,0.22,3410777.88,432035.27,3392690.31,7948.98,0.00,,,,
SPSAR13,2025-11-10,430424.54,-4480.86,107.52,107.39,4077.30,0.12,3410777.88,430828.09,3392690.31,6741.80,0.00,,,,
SPSAR2,2025-11-10,186864.66,-1107.14,104.94,105.12,-2623.00,-0.17,1515901.29,190594.80,1507862.37,2112.00,-0.17,,,,
SPSAR3,2025-11-10,186864.66,-1107.14,104.59,104.77,-2623.00,-0.17,1515901.29,190594.80,1507862.37,2112.00,-0.17,,,,
SPSAR4,2025-11-10,186864.66,-1107.14,107.74,107.93,-2623.00,-0.17,1515901.29,190594.80,1507862.37,2112.00,-0.18,,,,
SPSAR5,2025-11-10,184346.66,-1107.14,104.63,104.99,-5141.00,-0.34,1515901.29,190594.80,1507862.37,2112.00,-0.66,,,,
SPSAR6,2025-11-10,185766.37,-1107.14,104.48,104.74,-3721.29,-0.25,1515901.29,190594.80,1507862.37,2112.00,-0.98,,,,
SPSAR7,2025-11-10,186149.32,-1107.14,103.40,103.63,-3338.34,-0.22,1515901.29,190594.80,1507862.37,2112.00,-0.22,,,,
SPSAR8,2025-11-10,187941.38,-1107.14,102.08,102.18,-1546.28,-0.10,1515901.29,190594.80,1507862.37,2112.00,-1.06,,,,
SPSAR9,2025-11-10,190173.28,-1107.14,104.17,104.12,685.62,0.05,1515901.29,190594.80,1507862.37,2112.00,-0.54,,,,
NLONG1,2025-11-10,-4495.77,0.00,102.69,103.10,-4495.77,-0.40,1136925.96,0.00,1130896.77,0.00,-1.01,,,,
NLONG10,2025-11-10,5568.94,-10198.53,99.85,99.36,5568.94,0.49,1136925.96,10198.53,1130896.77,10198.53,-3.10,,,,
NLONG11,2025-11-10,-3670.27,0.00,96.50,96.81,-3670.27,-0.32,1136925.96,0.00,1130896.77,0.00,-4.68,,,,
NLONG12,2025-11-10,4343.54,-10347.17,97.92,97.55,4343.54,0.38,1136925.96,10347.17,1130896.77,10347.17,-3.46,,,,
NLONG13,2025-11-10,3204.39,3211.03,95.69,95.42,3204.39,0.28,1136925.96,-3211.03,1130896.77,-3211.03,-4.79,,,,
NLONG14,2025-11-10,4548.61,3211.03,95.59,95.21,4548.61,0.40,1136925.96,-3211.03,1130896.77,-3211.03,-4.89,,,,
NLONG15,2025-11-10,5009.06,3211.03,94.82,94.40,5009.06,0.44,1136925.96,-3211.03,1130896.77,-3211.03,-6.97,,,,
NLONG16,2025-11-10,3092.99,3211.03,97.43,97.17,3092.99,0.27,1136925.96,-3211.03,1130896.77,-3211.03,-4.45,,,,
NLONG17,2025-11-10,3204.39,3211.03,95.48,95.21,3204.39,0.28,1136925.96,-3211.03,1130896.77,-3211.03,-5.00,,,,
NLONG18,2025-11-10,4548.61,3211.03,95.68,95.30,4548.61,0.40,1136925.96,-3211.03,1130896.77,-3211.03,-4.80,,,,
NLONG19,2025-11-10,5009.06,2900.73,96.11,95.69,5009.06,0.44,1136925.96,-2900.73,1130896.77,-2900.73,-5.70,,,,
NLONG2,2025-11-10,5568.94,-10198.53,101.11,100.62,5568.94,0.49,1136925.96,10198.53,1130896.77,10198.53,-0.66,,,,
NLONG20,2025-11-10,3092.99,2900.73,97.86,97.59,3092.99,0.27,1136925.96,-2900.73,1130896.77,-2900.73,-4.16,,,,
NLONG21,2025-11-10,2182.91,974.37,95.12,94.94,2182.91,0.19,1136925.96,-974.37,1130896.77,-974.37,-5.14,,,,
NLONG22,2025-11-10,2784.47,978.16,94.82,94.59,2784.47,0.24,1136925.96,-978.16,1130896.77,-978.16,-5.45,,,,
NLONG23,2025-11-10,5009.06,2340.68,96.58,96.16,5009.06,0.44,1136925.96,-2340.68,1130896.77,-2340.68,-3.82,,,,
NLONG24,2025-11-10,3092.99,2340.68,97.02,96.76,3092.99,0.27,1136925.96,-2340.68,1130896.77,-2340.68,-2.98,,,,
NLONG3,2025-11-10,-4495.77,0.00,98.23,98.62,-4495.77,-0.40,1136925.96,0.00,1130896.77,0.00,-2.84,,,,
NLONG4,2025-11-10,4343.54,-10347.17,96.52,96.15,4343.54,0.38,1136925.96,10347.17,1130896.77,10347.17,-3.48,,,,
NLONG5,2025-11-10,-4495.77,0.00,104.39,104.80,-4495.77,-0.40,1136925.96,0.00,1130896.77,0.00,-1.01,,,,
NLONG6,2025-11-10,5568.94,-10198.53,100.88,100.39,5568.94,0.49,1136925.96,10198.53,1130896.77,10198.53,-0.95,,,,
NLONG7,2025-11-10,-4495.77,0.00,97.95,98.34,-4495.77,-0.40,1136925.96,0.00,1130896.77,0.00,-4.64,,,,
NLONG8,2025-11-10,4343.54,-10347.17,97.36,96.99,4343.54,0.38,1136925.96,10347.17,1130896.77,10347.17,-3.94,,,,
NLONG9,2025-11-10,-3670.27,0.00,102.53,102.86,-3670.27,-0.32,1136925.96,0.00,1130896.77,0.00,-1.40,,,,
SLONG1,2025-11-10,-2495.51,3689.51,99.53,99.75,-2495.51,-0.22,1136925.96,-3689.51,1130896.77,-3689.51,-2.51,,,,
SLONG10,2025-11-10,1928.65,-7958.89,99.69,99.52,1928.65,0.17,1136925.96,7958.89,1130896.77,7958.89,-3.30,,,,
SLONG11,2025-11-10,-1224.20,0.00,103.14,103.25,-1224.20,-0.11,1136925.96,0.00,1130896.77,0.00,-2.97,,,,
SLONG12,2025-11-10,1535.53,1693.22,99.08,98.95,1535.53,0.14,1136925.96,-1693.22,1130896.77,-1693.22,-4.87,,,,
SLONG13,2025-11-10,1653.37,1693.22,100.25,100.10,1653.37,0.15,1136925.96,-1693.22,1130896.77,-1693.22,-2.25,,,,
SLONG14,2025-11-10,1928.65,-3132.84,99.17,99.00,1928.65,0.17,1136925.96,3132.84,1130896.77,3132.84,-2.73,,,,
SLONG15,2025-11-10,2559.42,1693.22,103.95,103.72,2559.42,0.23,1136925.96,-1693.22,1130896.77,-1693.22,-0.12,,,,
SLONG16,2025-11-10,1535.53,1693.22,103.91,103.77,1535.53,0.14,1136925.96,-1693.22,1130896.77,-1693.22,-1.90,,,,
SLONG17,2025-11-10,1653.37,1693.22,99.53,99.39,1653.37,0.15,1136925.96,-1693.22,1130896.77,-1693.22,-1.90,,,,
SLONG18,2025-11-10,1928.65,-3132.84,98.97,98.80,1928.65,0.17,1136925.96,3132.84,1130896.77,3132.84,-2.28,,,,
SLONG19,2025-11-10,2559.42,1442.96,105.37,105.13,2559.42,0.23,1136925.96,-1442.96,1130896.77,-1442.96,-0.08,,,,
SLONG2,2025-11-10,1928.65,-7958.89,99.57,99.40,1928.65,0.17,1136925.96,7958.89,1130896.77,7958.89,-3.32,,,,
SLONG20,2025-11-10,1535.53,1442.96,103.97,103.83,1535.53,0.14,1136925.96,-1442.96,1130896.77,-1442.96,-1.76,,,,
SLONG21,2025-11-10,1653.37,758.79,98.90,98.76,1653.37,0.15,1136925.96,-758.79,1130896.77,-758.79,-1.54,,,,
SLONG22,2025-11-10,1928.65,-4046.08,97.58,97.41,1928.65,0.17,1136925.96,4046.08,1130896.77,4046.08,-2.61,,,,
SLONG23,2025-11-10,2327.88,1185.34,98.99,98.79,2327.88,0.20,1136925.96,-1185.34,1130896.77,-1185.34,-1.42,,,,
SLONG24,2025-11-10,1339.64,1185.34,99.24,99.12,1339.64,0.12,1136925.96,-1185.34,1130896.77,-1185.34,-2.28,,,,
SLONG3,2025-11-10,-4798.40,6949.13,103.52,103.96,-4798.40,-0.42,1136925.96,-6949.13,1130896.77,-6949.13,-3.76,,,,
SLONG4,2025-11-10,1535.53,1693.22,99.51,99.38,1535.53,0.14,1136925.96,-1693.22,1130896.77,-1693.22,-4.41,,,,
SLONG5,2025-11-10,-1040.25,0.00,100.31,100.40,-1040.25,-0.09,1136925.96,0.00,1130896.77,0.00,-2.04,,,,
SLONG6,2025-11-10,1928.65,-7958.89,99.96,99.79,1928.65,0.17,1136925.96,7958.89,1130896.77,7958.89,-2.81,,,,
SLONG7,2025-11-10,-1040.25,0.00,105.22,105.32,-1040.25,-0.09,1136925.96,0.00,1130896.77,0.00,-2.89,,,,
SLONG8,2025-11-10,1535.53,1693.22,99.21,99.08,1535.53,0.14,1136925.96,-1693.22,1130896.77,-1693.22,-4.60,,,,
SLONG9,2025-11-10,-1621.88,0.00,100.58,100.72,-1621.88,-0.14,1136925.96,0.00,1130896.77,0.00,-2.76,,,,
Large Cap Stock Holdings,2025-11-10,18547682.40,0.00,98.44,97.97,89074.80,0.48,18458607.60,18458607.60,18397949.20,60658.40,-5.50,,,,
Liquidbees Stock Holdings,2025-11-10,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-11-10,5679481.44,0.00,102.08,102.06,1020.48,0.02,5678460.96,5678460.96,5676420.00,2040.96,0.00,,,,
Small Cap Stock Holdings,2025-11-10,26684694.00,0.00,97.22,97.47,-69596.00,-0.26,26754290.00,26754290.00,26699162.00,55128.00,-7.06,,,,
Debt Stock Holdings,2025-11-10,5679481.44,0.00,102.07,102.05,1020.48,0.02,5678460.96,5678460.96,5676420.00,2040.96,0.00,,,,
Equity Stock Holdings,2025-11-10,45232376.40,0.00,97.64,97.60,19478.80,0.04,45212897.60,45212897.60,45097111.20,115786.40,-6.50,,,,
Stock Holdings,2025-11-10,50911857.84,0.00,97.93,97.89,20499.28,0.04,50891358.56,50891358.56,50773531.20,117827.36,-5.89,,,,
Miscellaneous P&L,2025-11-10,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-11-10,-2331.88,1472.92,100.00,100.00,-2331.88,0.00,0.00,-1472.92,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-11-10,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-11-10,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-11-10,-2331.88,1472.92,100.00,100.00,-2331.88,0.00,0.00,-1472.92,0.00,0.00,0.00,,,,
MCX Tax,2025-11-10,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-11-10,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-11-10,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-11-10,3422711.67,-28527.42,105.74,105.70,11933.78,0.04,27286223.13,3439305.27,27141522.57,46614.95,0.00,,,,
SPSAR,2025-11-10,3415870.99,-19524.36,105.61,105.59,5093.10,0.02,27286223.13,3430302.21,27141522.57,37611.89,0.00,,,,
NLONG,2025-11-10,49193.35,-29935.57,97.83,97.65,49193.35,0.18,27286223.04,29935.57,27141522.48,29935.57,-2.89,,,,
SLONG,2025-11-10,20775.53,-5681.86,100.82,100.75,20775.53,0.08,27286223.04,5681.86,27141522.48,5681.86,-1.17,,,,
PSAR,2025-11-10,6838582.66,-48051.78,105.68,105.64,17026.88,0.03,54572446.26,6869607.48,54283045.14,84226.84,0.00,,,,
LONG,2025-11-10,69968.88,-35617.43,98.34,98.21,69968.88,0.13,54572446.08,35617.43,54283044.96,35617.43,-2.17,,,,
Total Portfolio Value,2025-11-10,6906219.66,-82196.29,103.58,103.41,84663.88,0.16,54572446.00,6903751.99,54283045.00,118371.35,-0.57,,,,
Zerodha Total Portfolio,2025-11-10,54669668.00,0.00,101.59,101.40,105163.16,0.19,54564504.84,54564504.84,54328306.13,236198.71,-3.19,,,,
NPSAR1,2025-11-11,187142.14,2286.98,101.98,102.15,-2570.00,-0.17,1517697.12,187425.16,1515901.29,-2062.50,-2.33,,,,
NPSAR10,2025-11-11,427359.03,-10692.43,108.13,108.11,506.72,0.01,3414818.50,437544.74,3410777.88,11197.50,0.00,,,,
NPSAR11,2025-11-11,437929.20,-5772.67,107.44,107.09,11076.89,0.32,3414818.50,432624.98,3410777.88,6277.75,0.00,,,,
NPSAR12,2025-11-11,441401.43,-7559.05,107.90,107.44,14549.12,0.43,3414818.50,434411.36,3410777.88,8064.13,0.00,,,,
NPSAR13,2025-11-11,441401.43,-3234.09,106.35,105.90,14549.12,0.43,3414818.50,430086.40,3410777.88,3739.16,0.00,,,,
NPSAR2,2025-11-11,188477.44,1383.23,104.95,105.04,-1234.70,-0.08,1517697.12,188328.91,1515901.29,-1158.75,-0.16,,,,
NPSAR3,2025-11-11,188171.67,1383.23,104.19,104.30,-1540.47,-0.10,1517697.12,188328.91,1515901.29,-1158.75,-0.18,,,,
NPSAR4,2025-11-11,193134.81,1383.23,105.70,105.46,3422.67,0.23,1517697.12,188328.91,1515901.29,-1158.75,0.00,,,,
NPSAR5,2025-11-11,195539.52,4425.54,104.66,104.26,5827.38,0.38,1517697.12,185286.60,1515901.29,-4201.06,-0.01,,,,
NPSAR6,2025-11-11,195539.52,5179.33,103.95,103.55,5827.38,0.38,1517697.12,184532.81,1515901.29,-4954.85,0.00,,,,
NPSAR7,2025-11-11,193999.49,2470.77,103.98,103.69,4287.35,0.28,1517697.12,187241.37,1515901.29,-2246.29,-0.02,,,,
NPSAR8,2025-11-11,193999.49,1674.96,104.76,104.46,4287.35,0.28,1517697.12,188037.18,1515901.29,-1450.48,-0.64,,,,
NPSAR9,2025-11-11,192702.20,-822.19,106.52,106.31,2990.06,0.20,1517697.12,190534.33,1515901.29,1046.67,-0.14,,,,
SPSAR1,2025-11-11,186852.14,2847.48,103.97,104.17,-2860.00,-0.19,1517697.12,186864.66,1515901.29,-2623.00,-0.80,,,,
SPSAR10,2025-11-11,421899.43,-8376.93,107.99,108.15,-4952.88,-0.15,3414818.50,435229.24,3410777.88,8882.00,-0.15,,,,
SPSAR11,2025-11-11,428753.69,-7736.93,104.44,104.38,1901.38,0.06,3414818.50,434589.24,3410777.88,8242.00,-0.17,,,,
SPSAR12,2025-11-11,437280.83,-6940.01,107.34,107.01,10428.52,0.31,3414818.50,433792.32,3410777.88,7445.09,0.00,,,,
SPSAR13,2025-11-11,438667.79,-3572.23,107.89,107.52,11815.48,0.35,3414818.50,430424.54,3410777.88,4077.30,0.00,,,,
SPSAR2,2025-11-11,186852.14,2847.48,104.74,104.94,-2860.00,-0.19,1517697.12,186864.66,1515901.29,-2623.00,-0.36,,,,
SPSAR3,2025-11-11,187203.81,2847.48,104.42,104.59,-2508.33,-0.17,1517697.12,186864.66,1515901.29,-2623.00,-0.33,,,,
SPSAR4,2025-11-11,190294.66,2847.48,107.78,107.74,582.52,0.04,1517697.12,186864.66,1515901.29,-2623.00,-0.14,,,,
SPSAR5,2025-11-11,192505.14,5365.48,104.82,104.63,2793.00,0.18,1517697.12,184346.66,1515901.29,-5141.00,-0.47,,,,
SPSAR6,2025-11-11,192325.14,3945.77,104.66,104.48,2613.00,0.17,1517697.12,185766.37,1515901.29,-3721.29,-0.81,,,,
SPSAR7,2025-11-11,192325.14,3562.82,103.58,103.40,2613.00,0.17,1517697.12,186149.32,1515901.29,-3338.34,-0.05,,,,
SPSAR8,2025-11-11,192040.14,1770.76,102.24,102.08,2328.00,0.15,1517697.12,187941.38,1515901.29,-1546.28,-0.90,,,,
SPSAR9,2025-11-11,191817.14,-461.14,104.31,104.17,2105.00,0.14,1517697.12,190173.28,1515901.29,685.62,-0.41,,,,
NLONG1,2025-11-11,-7750.71,4495.77,101.99,102.69,-7750.71,-0.68,1138272.83,-4495.77,1136925.96,-4495.77,-1.69,,,,
NLONG10,2025-11-11,-5484.64,-5568.94,99.37,99.85,-5484.64,-0.48,1138272.83,5568.94,1136925.96,5568.94,-3.56,,,,
NLONG11,2025-11-11,-27.58,3670.27,96.50,96.50,-27.58,0.00,1138272.83,-3670.27,1136925.96,-3670.27,-4.68,,,,
NLONG12,2025-11-11,0.00,-4343.54,97.92,97.92,0.00,0.00,1138272.83,4343.54,1136925.96,4343.54,-3.46,,,,
NLONG13,2025-11-11,3973.90,-3204.39,96.02,95.69,3973.90,0.35,1138272.83,3204.39,1136925.96,3204.39,-4.46,,,,
