System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,
NLONG12,2025-12-03,0.00,-2339.04,97.32,97.32,0.00,0.00,1159711.02,2339.04,1154921.52,2339.04,-4.05,,,,
NLONG13,2025-12-03,0.00,-2134.83,95.67,95.67,0.00,0.00,1159711.02,2134.83,1154921.52,2134.83,-4.81,,,,
NLONG14,2025-12-03,0.00,-550.41,95.40,95.40,0.00,0.00,1159711.02,550.41,1154921.52,550.41,-5.07,,,,
NLONG15,2025-12-03,0.00,-2956.94,96.63,96.63,0.00,0.00,1159711.02,2956.94,1154921.52,2956.94,-5.19,,,,
NLONG16,2025-12-03,0.00,-1559.36,99.13,99.13,0.00,0.00,1159711.02,1559.36,1154921.52,1559.36,-2.79,,,,
NLONG17,2025-12-03,0.00,-2134.83,96.10,96.10,0.00,0.00,1159711.02,2134.83,1154921.52,2134.83,-4.38,,,,
NLONG18,2025-12-03,0.00,-550.41,95.77,95.77,0.00,0.00,1159711.02,550.41,1154921.52,550.41,-4.71,,,,
NLONG19,2025-12-03,0.00,-2956.94,98.79,98.79,0.00,0.00,1159711.02,2956.94,1154921.52,2956.94,-3.07,,,,
NLONG2,2025-12-03,0.00,-825.61,99.91,99.91,0.00,0.00,1159711.02,825.61,1154921.52,825.61,-1.84,,,,
NLONG20,2025-12-03,0.00,-1559.36,100.31,100.31,0.00,0.00,1159711.02,1559.36,1154921.52,1559.36,-1.76,,,,
NLONG21,2025-12-03,0.00,-2134.83,96.04,96.04,0.00,0.00,1159711.02,2134.83,1154921.52,2134.83,-4.22,,,,
NLONG22,2025-12-03,0.00,-550.41,94.91,94.91,0.00,0.00,1159711.02,550.41,1154921.52,550.41,-5.36,,,,
NLONG23,2025-12-03,0.00,-2956.94,97.32,97.32,0.00,0.00,1159711.02,2956.94,1154921.52,2956.94,-3.09,,,,
NLONG24,2025-12-03,0.00,-1559.36,97.27,97.27,0.00,0.00,1159711.02,1559.36,1154921.52,1559.36,-2.73,,,,
NLONG3,2025-12-03,-2909.53,-4435.41,97.31,97.55,-2909.53,-0.25,1159711.02,4435.41,1154921.52,4435.41,-3.75,,,,
NLONG4,2025-12-03,0.00,-2339.04,95.45,95.45,0.00,0.00,1159711.02,2339.04,1154921.52,2339.04,-4.55,,,,
NLONG5,2025-12-03,-2688.00,-3202.25,104.46,104.70,-2688.00,-0.23,1159711.02,3202.25,1154921.52,3202.25,-0.95,,,,
NLONG6,2025-12-03,0.00,-825.61,99.71,99.71,0.00,0.00,1159711.02,825.61,1154921.52,825.61,-2.10,,,,
NLONG7,2025-12-03,-2646.69,-4435.41,98.16,98.38,-2646.69,-0.23,1159711.02,4435.41,1154921.52,4435.41,-4.44,,,,
NLONG8,2025-12-03,0.00,-2339.04,96.24,96.24,0.00,0.00,1159711.02,2339.04,1154921.52,2339.04,-5.04,,,,
NLONG9,2025-12-03,-2549.07,-3202.25,102.45,102.68,-2549.07,-0.22,1159711.02,3202.25,1154921.52,3202.25,-1.48,,,,
SLONG1,2025-12-03,0.00,-2938.13,99.89,99.89,0.00,0.00,1159711.02,2938.13,1154921.52,2938.13,-2.15,,,,
SLONG10,2025-12-03,0.00,-807.23,100.13,100.13,0.00,0.00,1159711.02,807.23,1154921.52,807.23,-2.87,,,,
SLONG11,2025-12-03,0.00,-2495.72,104.49,104.49,0.00,0.00,1159711.02,2495.72,1154921.52,2495.72,-1.70,,,,
SLONG12,2025-12-03,0.00,-1365.27,99.93,99.93,0.00,0.00,1159711.02,1365.27,1154921.52,1365.27,-4.05,,,,
SLONG13,2025-12-03,-817.13,0.00,100.81,100.88,-817.13,-0.07,1159711.02,0.00,1154921.52,0.00,-1.71,,,,
SLONG14,2025-12-03,-817.13,-807.23,99.31,99.38,-817.13,-0.07,1159711.02,807.23,1154921.52,807.23,-2.59,,,,
SLONG15,2025-12-03,-817.13,0.00,103.08,103.15,-817.13,-0.07,1159711.02,0.00,1154921.52,0.00,-2.47,,,,
SLONG16,2025-12-03,-817.13,-1365.27,102.85,102.92,-817.13,-0.07,1159711.02,1365.27,1154921.52,1365.27,-2.90,,,,
SLONG17,2025-12-03,-817.13,0.00,100.42,100.49,-817.13,-0.07,1159711.02,0.00,1154921.52,0.00,-1.03,,,,
SLONG18,2025-12-03,-817.13,-807.23,99.15,99.22,-817.13,-0.07,1159711.02,807.23,1154921.52,807.23,-2.10,,,,
SLONG19,2025-12-03,-817.13,0.00,104.91,104.98,-817.13,-0.07,1159711.02,0.00,1154921.52,0.00,-2.08,,,,
SLONG2,2025-12-03,0.00,-807.23,99.95,99.95,0.00,0.00,1159711.02,807.23,1154921.52,807.23,-2.95,,,,
SLONG20,2025-12-03,-817.13,-1365.27,103.18,103.25,-817.13,-0.07,1159711.02,1365.27,1154921.52,1365.27,-2.50,,,,
SLONG21,2025-12-03,-817.13,0.00,99.76,99.83,-817.13,-0.07,1159711.02,0.00,1154921.52,0.00,-0.71,,,,
SLONG22,2025-12-03,-817.13,-807.23,97.79,97.86,-817.13,-0.07,1159711.02,807.23,1154921.52,807.23,-2.40,,,,
SLONG23,2025-12-03,-817.13,0.00,100.02,100.09,-817.13,-0.07,1159711.02,0.00,1154921.52,0.00,-1.09,,,,
SLONG24,2025-12-03,-817.13,-1365.27,98.51,98.58,-817.13,-0.07,1159711.02,1365.27,1154921.52,1365.27,-3.00,,,,
SLONG3,2025-12-03,0.00,-2904.25,103.48,103.48,0.00,0.00,1159711.02,2904.25,1154921.52,2904.25,-3.80,,,,
SLONG4,2025-12-03,0.00,-1365.27,99.94,99.94,0.00,0.00,1159711.02,1365.27,1154921.52,1365.27,-4.00,,,,
SLONG5,2025-12-03,0.00,-2938.13,99.79,99.79,0.00,0.00,1159711.02,2938.13,1154921.52,2938.13,-2.55,,,,
SLONG6,2025-12-03,0.00,-807.23,100.43,100.43,0.00,0.00,1159711.02,807.23,1154921.52,807.23,-2.35,,,,
SLONG7,2025-12-03,0.00,-2904.25,105.41,105.41,0.00,0.00,1159711.02,2904.25,1154921.52,2904.25,-2.71,,,,
SLONG8,2025-12-03,0.00,-1365.27,99.45,99.45,0.00,0.00,1159711.02,1365.27,1154921.52,1365.27,-4.37,,,,
SLONG9,2025-12-03,0.00,-2938.13,100.47,100.47,0.00,0.00,1159711.02,2938.13,1154921.52,2938.13,-2.86,,,,
Large Cap Stock Holdings,2025-12-03,18411082.00,0.00,97.69,99.22,-287383.20,-1.54,18698465.20,18698465.20,18757602.00,-59136.80,-6.22,,,,
Liquidbees Stock Holdings,2025-12-03,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-12-03,5697339.84,0.00,102.42,102.40,1020.48,0.02,5696319.36,5696319.36,5695298.88,1020.48,0.00,,,,
Small Cap Stock Holdings,2025-12-03,26825140.00,0.00,97.76,98.36,-165176.00,-0.61,26990316.00,26990316.00,26875412.00,114904.00,-6.54,,,,
Debt Stock Holdings,2025-12-03,5697339.84,0.00,102.41,102.39,1020.48,0.02,5696319.36,5696319.36,5695298.88,1020.48,0.00,,,,
Equity Stock Holdings,2025-12-03,45236222.00,0.00,97.62,98.60,-452559.20,-0.99,45688781.20,45688781.20,45633014.00,55767.20,-6.52,,,,
Stock Holdings,2025-12-03,50933561.84,0.00,97.98,98.85,-451538.72,-0.88,51385100.56,51385100.56,51328312.88,56787.68,-5.84,,,,
Miscellaneous P&L,2025-12-03,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-12-03,-1206.11,1851.99,100.00,100.00,-1206.11,0.00,0.00,-1851.99,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-12-03,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-12-03,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-12-03,-1206.11,1851.99,100.00,100.00,-1206.11,0.00,0.00,-1851.99,0.00,0.00,0.00,,,,
MCX Tax,2025-12-03,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-12-03,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-12-03,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-12-03,3556881.52,-22804.96,107.09,106.79,77748.45,0.28,27833064.57,3501938.04,27718116.57,37173.47,0.00,,,,
SPSAR,2025-12-03,3509922.64,-31439.14,106.21,106.10,30789.57,0.11,27833064.57,3510572.22,27718116.57,45807.65,0.00,,,,
NLONG,2025-12-03,-16142.99,-54011.55,98.05,98.11,-16142.99,-0.06,27833064.48,54011.55,27718116.48,54011.55,-2.67,,,,
SLONG,2025-12-03,-9805.56,-30153.61,101.00,101.04,-9805.56,-0.04,27833064.48,30153.61,27718116.48,30153.61,-1.00,,,,
PSAR,2025-12-03,7066804.16,-54244.10,106.65,106.45,108538.02,0.19,55666129.14,7012510.26,55436233.14,82981.12,0.00,,,,
LONG,2025-12-03,-25948.55,-84165.16,98.54,98.59,-25948.55,-0.05,55666128.96,84165.16,55436232.96,84165.16,-1.97,,,,
Total Portfolio Value,2025-12-03,7039649.50,-136557.27,104.71,104.55,81383.36,0.15,55666129.00,7094823.43,55436233.00,165294.29,0.00,,,,
Zerodha Total Portfolio,2025-12-03,55278276.12,0.00,102.73,103.42,-370155.36,-0.67,55648431.48,55648431.48,55426349.51,222081.97,-2.11,,,,
NPSAR1,2025-12-04,190684.39,6475.61,102.64,102.74,-1428.75,-0.09,1536905.15,185637.53,1546281.37,-7647.64,-1.70,,,,
NPSAR10,2025-12-04,424500.48,-12514.56,108.45,108.69,-7754.09,-0.22,3458036.56,444769.13,3479133.06,9877.50,-0.24,,,,
NPSAR11,2025-12-04,431195.46,-15360.83,108.43,108.46,-1059.11,-0.03,3458036.56,447615.40,3479133.06,12723.77,-0.03,,,,
NPSAR12,2025-12-04,431544.82,-19161.09,109.00,109.02,-709.75,-0.02,3458036.56,451415.66,3479133.06,16524.03,-0.02,,,,
NPSAR13,2025-12-04,433493.13,-9397.85,107.62,107.58,1238.56,0.04,3458036.56,441652.42,3479133.06,6760.79,0.00,,,,
NPSAR2,2025-12-04,191449.39,-6110.78,104.93,104.98,-663.75,-0.04,1536905.15,198223.92,1546281.37,4938.75,-0.57,,,,
NPSAR3,2025-12-04,191449.39,-6110.78,105.27,105.32,-663.75,-0.04,1536905.15,198223.92,1546281.37,4938.75,-0.33,,,,
NPSAR4,2025-12-04,191449.39,-6110.78,107.13,107.18,-663.75,-0.04,1536905.15,198223.92,1546281.37,4938.75,-0.18,,,,
NPSAR5,2025-12-04,191449.39,-6110.78,106.32,106.37,-663.75,-0.04,1536905.15,198223.92,1546281.37,4938.75,-0.05,,,,
NPSAR6,2025-12-04,191449.39,-6110.78,105.82,105.87,-663.75,-0.04,1536905.15,198223.92,1546281.37,4938.75,-0.05,,,,
NPSAR7,2025-12-04,191449.39,-6110.78,105.26,105.31,-663.75,-0.04,1536905.15,198223.92,1546281.37,4938.75,-0.05,,,,
NPSAR8,2025-12-04,191449.39,-6110.78,105.43,105.48,-663.75,-0.04,1536905.15,198223.92,1546281.37,4938.75,-0.05,,,,
NPSAR9,2025-12-04,187203.10,-6110.78,107.98,108.33,-4910.04,-0.32,1536905.15,198223.92,1546281.37,4938.75,-0.32,,,,
SPSAR1,2025-12-04,194825.37,744.97,104.62,104.44,2712.23,0.18,1536905.15,191368.17,1546281.37,-1917.00,-0.18,,,,
SPSAR10,2025-12-04,432936.64,-4836.92,108.09,108.07,682.07,0.02,3458036.56,437091.49,3479133.06,2199.86,-0.35,,,,
SPSAR11,2025-12-04,432761.95,-7304.74,104.91,104.89,507.38,0.01,3458036.56,439559.31,3479133.06,4667.68,-0.10,,,,
SPSAR12,2025-12-04,435416.93,-8249.71,108.17,108.07,3162.36,0.09,3458036.56,440504.28,3479133.06,5612.65,0.00,,,,
SPSAR13,2025-12-04,439768.27,612.56,108.26,108.03,7513.70,0.22,3458036.56,431642.01,3479133.06,-3249.62,-0.17,,,,
SPSAR2,2025-12-04,193501.66,-5086.03,104.04,103.95,1388.52,0.09,1536905.15,197199.17,1546281.37,3914.00,-1.08,,,,
SPSAR3,2025-12-04,193873.62,-4809.03,104.97,104.85,1760.48,0.11,1536905.15,196922.17,1546281.37,3637.00,-0.47,,,,
SPSAR4,2025-12-04,193588.11,-4477.03,108.73,108.63,1474.97,0.10,1536905.15,196590.17,1546281.37,3305.00,-0.02,,,,
SPSAR5,2025-12-04,193106.02,-4073.03,106.04,105.97,992.88,0.06,1536905.15,196186.17,1546281.37,2901.00,0.00,,,,
SPSAR6,2025-12-04,193106.02,-4073.03,106.26,106.19,992.88,0.06,1536905.15,196186.17,1546281.37,2901.00,0.00,,,,
SPSAR7,2025-12-04,192679.14,-3696.03,104.52,104.48,566.00,0.04,1536905.15,195809.17,1546281.37,2524.00,0.00,,,,
SPSAR8,2025-12-04,189902.09,-3319.03,102.90,103.05,-2211.05,-0.14,1536905.15,195432.17,1546281.37,2147.00,-0.26,,,,
SPSAR9,2025-12-04,189877.67,-3319.03,104.95,105.10,-2235.47,-0.15,1536905.15,195432.17,1546281.37,2147.00,-0.14,,,,
NLONG1,2025-12-04,529.81,2909.53,102.87,102.82,529.81,0.05,1152678.85,-2909.53,1159711.02,-2909.53,-0.84,,,,
NLONG10,2025-12-04,0.00,0.00,98.62,98.62,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-4.29,,,,
NLONG11,2025-12-04,886.28,2440.17,97.71,97.63,886.28,0.08,1152678.85,-2440.17,1159711.02,-2440.17,-3.49,,,,
NLONG12,2025-12-04,0.00,0.00,97.32,97.32,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-4.05,,,,
NLONG13,2025-12-04,0.00,0.00,95.67,95.67,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-4.81,,,,
NLONG14,2025-12-04,0.00,0.00,95.40,95.40,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-5.07,,,,
NLONG15,2025-12-04,0.00,0.00,96.63,96.63,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-5.19,,,,
NLONG16,2025-12-04,0.00,0.00,99.13,99.13,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-2.79,,,,
NLONG17,2025-12-04,0.00,0.00,96.10,96.10,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-4.38,,,,
NLONG18,2025-12-04,0.00,0.00,95.77,95.77,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-4.71,,,,
NLONG19,2025-12-04,0.00,0.00,98.79,98.79,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-3.07,,,,
NLONG2,2025-12-04,-4822.06,0.00,99.49,99.91,-4822.06,-0.42,1152678.85,0.00,1159711.02,0.00,-2.25,,,,
NLONG20,2025-12-04,0.00,0.00,100.31,100.31,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-1.76,,,,
NLONG21,2025-12-04,0.00,0.00,96.04,96.04,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-4.22,,,,
NLONG22,2025-12-04,0.00,0.00,94.91,94.91,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-5.36,,,,
NLONG23,2025-12-04,0.00,0.00,97.32,97.32,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-3.09,,,,
NLONG24,2025-12-04,0.00,0.00,97.27,97.27,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-2.73,,,,
NLONG3,2025-12-04,886.28,2909.53,97.38,97.31,886.28,0.08,1152678.85,-2909.53,1159711.02,-2909.53,-3.68,,,,
NLONG4,2025-12-04,-4822.06,0.00,95.05,95.45,-4822.06,-0.42,1152678.85,0.00,1159711.02,0.00,-4.95,,,,
NLONG5,2025-12-04,529.81,2688.00,104.51,104.46,529.81,0.05,1152678.85,-2688.00,1159711.02,-2688.00,-0.90,,,,
NLONG6,2025-12-04,-4822.06,0.00,99.29,99.71,-4822.06,-0.42,1152678.85,0.00,1159711.02,0.00,-2.51,,,,
NLONG7,2025-12-04,886.28,2646.69,98.24,98.16,886.28,0.08,1152678.85,-2646.69,1159711.02,-2646.69,-4.36,,,,
NLONG8,2025-12-04,-2251.46,0.00,96.05,96.24,-2251.46,-0.20,1152678.85,0.00,1159711.02,0.00,-5.23,,,,
NLONG9,2025-12-04,529.81,2549.07,102.50,102.45,529.81,0.05,1152678.85,-2549.07,1159711.02,-2549.07,-1.43,,,,
SLONG1,2025-12-04,-2304.47,0.00,99.69,99.89,-2304.47,-0.20,1152678.85,0.00,1159711.02,0.00,-2.35,,,,
SLONG10,2025-12-04,0.00,0.00,100.13,100.13,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-2.87,,,,
SLONG11,2025-12-04,0.00,0.00,104.49,104.49,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-1.70,,,,
SLONG12,2025-12-04,0.00,0.00,99.93,99.93,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-4.05,,,,
SLONG13,2025-12-04,-5746.44,817.13,100.31,100.81,-5746.44,-0.50,1152678.85,-817.13,1159711.02,-817.13,-2.19,,,,
SLONG14,2025-12-04,-5425.62,817.13,98.84,99.31,-5425.62,-0.47,1152678.85,-817.13,1159711.02,-817.13,-3.05,,,,
SLONG15,2025-12-04,-6019.74,817.13,102.54,103.08,-6019.74,-0.52,1152678.85,-817.13,1159711.02,-817.13,-2.98,,,,
SLONG16,2025-12-04,-5021.61,817.13,102.40,102.85,-5021.61,-0.44,1152678.85,-817.13,1159711.02,-817.13,-3.32,,,,
SLONG17,2025-12-04,-5746.44,817.13,99.92,100.42,-5746.44,-0.50,1152678.85,-817.13,1159711.02,-817.13,-1.52,,,,
SLONG18,2025-12-04,-5425.62,817.13,98.68,99.15,-5425.62,-0.47,1152678.85,-817.13,1159711.02,-817.13,-2.57,,,,
SLONG19,2025-12-04,-6019.74,817.13,104.36,104.91,-6019.74,-0.52,1152678.85,-817.13,1159711.02,-817.13,-2.59,,,,
SLONG2,2025-12-04,-2390.30,0.00,99.74,99.95,-2390.30,-0.21,1152678.85,0.00,1159711.02,0.00,-3.16,,,,
SLONG20,2025-12-04,-5021.61,817.13,102.73,103.18,-5021.61,-0.44,1152678.85,-817.13,1159711.02,-817.13,-2.93,,,,
SLONG21,2025-12-04,-5746.44,817.13,99.26,99.76,-5746.44,-0.50,1152678.85,-817.13,1159711.02,-817.13,-1.20,,,,
SLONG22,2025-12-04,-5425.62,817.13,97.33,97.79,-5425.62,-0.47,1152678.85,-817.13,1159711.02,-817.13,-2.85,,,,
SLONG23,2025-12-04,-6019.74,817.13,99.50,100.02,-6019.74,-0.52,1152678.85,-817.13,1159711.02,-817.13,-1.60,,,,
SLONG24,2025-12-04,-5021.61,817.13,98.08,98.51,-5021.61,-0.44,1152678.85,-817.13,1159711.02,-817.13,-3.43,,,,
SLONG3,2025-12-04,-11257.20,0.00,102.47,103.48,-11257.20,-0.98,1152678.85,0.00,1159711.02,0.00,-4.74,,,,
SLONG4,2025-12-04,-6638.19,0.00,99.36,99.94,-6638.19,-0.58,1152678.85,0.00,1159711.02,0.00,-4.55,,,,
SLONG5,2025-12-04,-2304.47,0.00,99.59,99.79,-2304.47,-0.20,1152678.85,0.00,1159711.02,0.00,-2.74,,,,
SLONG6,2025-12-04,-2304.47,0.00,100.23,100.43,-2304.47,-0.20,1152678.85,0.00,1159711.02,0.00,-2.55,,,,
SLONG7,2025-12-04,-11749.98,0.00,104.34,105.41,-11749.98,-1.02,1152678.85,0.00,1159711.02,0.00,-3.70,,,,
SLONG8,2025-12-04,-6342.82,0.00,98.90,99.45,-6342.82,-0.55,1152678.85,0.00,1159711.02,0.00,-4.89,,,,
SLONG9,2025-12-04,0.00,0.00,100.47,100.47,0.00,0.00,1152678.85,0.00,1159711.02,0.00,-2.86,,,,
Large Cap Stock Holdings,2025-12-04,18465222.00,0.00,97.97,97.69,54140.00,0.29,18411082.00,18411082.00,18698465.20,-287383.20,-5.95,,,,
Liquidbees Stock Holdings,2025-12-04,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-12-04,5697850.08,0.00,102.43,102.42,510.24,0.01,5697339.84,5697339.84,5696319.36,1020.48,0.00,,,,
Small Cap Stock Holdings,2025-12-04,26833044.00,0.00,97.79,97.76,7904.00,0.03,26825140.00,26825140.00,26990316.00,-165176.00,-6.51,,,,
Debt Stock Holdings,2025-12-04,5697850.08,0.00,102.42,102.41,510.24,0.01,5697339.84,5697339.84,5696319.36,1020.48,0.00,,,,
Equity Stock Holdings,2025-12-04,45298266.00,0.00,97.76,97.62,62044.00,0.14,45236222.00,45236222.00,45688781.20,-452559.20,-6.39,,,,
Stock Holdings,2025-12-04,50996116.08,0.00,98.10,97.98,62554.24,0.12,50933561.84,50933561.84,51385100.56,-451538.72,-5.73,,,,
Miscellaneous P&L,2025-12-04,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-12-04,-2222.21,1206.11,100.00,100.00,-2222.21,0.00,0.00,-1206.11,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-12-04,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-12-04,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-12-04,-2222.21,1206.11,100.00,100.00,-2222.21,0.00,0.00,-1206.11,0.00,0.00,0.00,,,,
MCX Tax,2025-12-04,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-12-04,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-12-04,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-12-04,3438767.14,-98844.93,107.02,107.09,-19269.43,-0.07,27664292.59,3556881.52,27833064.57,77748.45,-0.07,,,,
SPSAR,2025-12-04,3475343.52,-51886.05,106.28,106.21,17306.95,0.06,27664292.59,3509922.64,27833064.57,30789.57,0.00,,,,
NLONG,2025-12-04,-12469.37,16142.99,98.01,98.05,-12469.37,-0.05,27664292.40,-16142.99,27833064.48,-16142.99,-2.71,,,,
SLONG,2025-12-04,-111932.13,9805.56,100.59,101.00,-111932.13,-0.40,27664292.40,-9805.56,27833064.48,-9805.56,-1.40,,,,
PSAR,2025-12-04,6914110.67,-150730.97,106.65,106.65,-1962.48,0.00,55328585.18,7066804.16,55666129.14,108538.02,0.00,,,,
LONG,2025-12-04,-124401.50,25948.55,98.32,98.54,-124401.50,-0.22,55328584.80,-25948.55,55666128.96,-25948.55,-2.19,,,,
Total Portfolio Value,2025-12-04,6787486.96,-123576.31,104.47,104.71,-128586.19,-0.23,55328585.00,7039649.50,55666129.00,81383.36,-0.23,,,,
Zerodha Total Portfolio,2025-12-04,55212244.17,0.00,102.61,102.73,-66031.95,-0.12,55278276.12,55278276.12,55648431.48,-370155.36,-2.22,,,,
NPSAR1,2025-12-05,184278.01,1067.37,102.14,102.64,-7473.75,-0.49,1534014.07,190684.39,1536905.15,-1428.75,-2.17,,,,
NPSAR10,2025-12-05,432536.80,6940.97,108.48,108.45,1095.35,0.03,3451531.62,424500.48,3458036.56,-7754.09,-0.21,,,,
NPSAR11,2025-12-05,442043.46,245.99,108.76,108.43,10602.01,0.31,3451531.62,431195.46,3458036.56,-1059.11,0.00,,,,
NPSAR12,2025-12-05,438950.98,-103.37,109.24,109.00,7509.53,0.22,3451531.62,431544.82,3458036.56,-709.75,0.00,,,,
NPSAR13,2025-12-05,434548.12,-2051.68,107.72,107.62,3106.67,0.09,3451531.62,433493.13,3458036.56,1238.56,0.00,,,,
NPSAR2,2025-12-05,185765.20,302.37,104.52,104.93,-5986.56,-0.39,1534014.07,191449.39,1536905.15,-663.75,-0.96,,,,
NPSAR3,2025-12-05,184704.87,302.37,104.79,105.27,-7046.89,-0.46,1534014.07,191449.39,1536905.15,-663.75,-0.79,,,,
NPSAR4,2025-12-05,189547.42,302.37,106.98,107.13,-2204.34,-0.14,1534014.07,191449.39,1536905.15,-663.75,-0.32,,,,
NPSAR5,2025-12-05,190915.63,302.37,106.26,106.32,-836.13,-0.05,1534014.07,191449.39,1536905.15,-663.75,-0.10,,,,
NPSAR6,2025-12-05,192689.66,302.37,105.88,105.82,937.90,0.06,1534014.07,191449.39,1536905.15,-663.75,0.00,,,,
NPSAR7,2025-12-05,192299.43,302.37,105.30,105.26,547.67,0.04,1534014.07,191449.39,1536905.15,-663.75,-0.01,,,,
NPSAR8,2025-12-05,197052.76,302.37,105.79,105.43,5301.00,0.35,1534014.07,191449.39,1536905.15,-663.75,0.00,,,,
NPSAR9,2025-12-05,197440.51,4548.66,108.38,107.98,5688.75,0.37,1534014.07,187203.10,1536905.15,-4910.04,0.00,,,,
SPSAR1,2025-12-05,195507.76,-3073.61,104.88,104.62,3756.00,0.24,1534014.07,194825.37,1536905.15,2712.23,0.00,,,,
SPSAR10,2025-12-05,430680.70,-1495.19,108.07,108.09,-760.75,-0.02,3451531.62,432936.64,3458036.56,682.07,-0.37,,,,
SPSAR11,2025-12-05,439767.45,-1320.50,105.16,104.91,8326.00,0.24,3451531.62,432761.95,3458036.56,507.38,0.00,,,,
SPSAR12,2025-12-05,436106.85,-3975.48,108.32,108.17,4665.40,0.14,3451531.62,435416.93,3458036.56,3162.36,0.00,,,,
SPSAR13,2025-12-05,425991.79,-8326.82,108.09,108.26,-5449.66,-0.16,3451531.62,439768.27,3458036.56,7513.70,-0.32,,,,
SPSAR2,2025-12-05,186853.06,-1749.90,103.71,104.04,-4898.70,-0.32,1534014.07,193501.66,1536905.15,1388.52,-1.40,,,,
SPSAR3,2025-12-05,186883.10,-2121.86,104.64,104.97,-4868.66,-0.32,1534014.07,193873.62,1536905.15,1760.48,-0.79,,,,
SPSAR4,2025-12-05,190274.05,-1836.35,108.63,108.73,-1477.71,-0.10,1534014.07,193588.11,1536905.15,1474.97,-0.11,,,,
SPSAR5,2025-12-05,189769.79,-1354.26,105.90,106.04,-1981.97,-0.13,1534014.07,193106.02,1536905.15,992.88,-0.13,,,,
SPSAR6,2025-12-05,191371.39,-1354.26,106.23,106.26,-380.37,-0.02,1534014.07,193106.02,1536905.15,992.88,-0.03,,,,
SPSAR7,2025-12-05,191371.39,-927.38,104.49,104.52,-380.37,-0.02,1534014.07,192679.14,1536905.15,566.00,-0.03,,,,
SPSAR8,2025-12-05,195507.76,1849.67,103.15,102.90,3756.00,0.24,1534014.07,189902.09,1536905.15,-2211.05,-0.02,,,,
SPSAR9,2025-12-05,195507.76,1874.09,105.21,104.95,3756.00,0.24,1534014.07,189877.67,1536905.15,-2235.47,0.00,,,,
NLONG1,2025-12-05,2955.94,-529.81,103.13,102.87,2955.94,0.26,1150510.54,529.81,1152678.85,529.81,-0.59,,,,
NLONG10,2025-12-05,2031.98,0.00,98.79,98.62,2031.98,0.18,1150510.54,0.00,1152678.85,0.00,-4.12,,,,
NLONG11,2025-12-05,2820.72,-886.28,97.95,97.71,2820.72,0.25,1150510.54,886.28,1152678.85,886.28,-3.25,,,,
NLONG12,2025-12-05,2820.72,0.00,97.56,97.32,2820.72,0.25,1150510.54,0.00,1152678.85,0.00,-3.82,,,,
